date,stock_id,open,close,volume
2026-02-23,2330,1900.0,1900.0,80768993
2026-02-24,2330,1915.0,1965.0,44316733
2026-02-25,2330,1995.0,2015.0,47398835
2026-02-26,2330,2000.0,1995.0,74411249
2026-03-02,2330,1940.0,1975.0,57404594
2026-03-03,2330,1970.0,1935.0,54577298
2026-03-04,2330,1895.0,1865.0,84647010
2026-03-05,2330,1940.0,1900.0,56489914
2026-03-06,2330,1880.0,1890.0,34307388
2026-03-09,2330,1775.0,1810.0,94441296
2026-03-10,2330,1870.0,1850.0,46926862
2026-03-11,2330,1885.0,1940.0,39238328
2026-03-12,2330,1900.0,1885.0,40662382
2026-03-13,2330,1840.0,1865.0,36317450
2026-03-16,2330,1875.0,1845.0,35401289
2026-03-17,2330,1875.0,1870.0,26754183
2026-03-18,2330,1900.0,1905.0,25694925
2026-03-19,2330,1875.0,1850.0,38750629
2026-03-20,2330,1860.0,1840.0,53705722
2026-03-23,2330,1790.0,1810.0,41950478
2026-03-24,2330,1850.0,1810.0,30569936
2026-03-25,2330,1865.0,1845.0,46664345
2026-03-26,2330,1850.0,1840.0,24634887
2026-03-27,2330,1805.0,1820.0,33883223
2026-03-30,2330,1780.0,1780.0,46272405
2026-03-31,2330,1775.0,1760.0,75832456
2026-04-01,2330,1840.0,1855.0,46457423
2026-04-02,2330,1865.0,1810.0,29332490
2026-04-07,2330,1850.0,1860.0,19895445
2026-04-08,2330,1935.0,1950.0,53813263
2026-04-09,2330,1945.0,1955.0,36054784
2026-04-10,2330,1975.0,2000.0,39096242
2026-04-13,2330,1985.0,1990.0,31882568
2026-04-14,2330,2015.0,2055.0,46188401
2026-04-15,2330,2065.0,2080.0,46824833
2026-04-16,2330,2080.0,2085.0,35974352
2026-04-17,2330,2055.0,2030.0,44433257
2026-04-20,2330,2030.0,2025.0,30566172
2026-04-21,2330,2050.0,2050.0,28055761
2026-04-22,2330,2045.0,2050.0,27457065
2026-04-23,2330,2090.0,2080.0,54918117
2026-04-24,2330,2110.0,2185.0,52391785
2026-04-27,2330,2280.0,2265.0,79778277
2026-04-28,2330,2245.0,2215.0,57336004
2026-04-29,2330,2175.0,2180.0,49147402
2026-04-30,2330,2205.0,2135.0,59584011
2026-05-04,2330,2200.0,2275.0,44458732
2026-05-05,2330,2250.0,2250.0,26644983
2026-05-06,2330,2250.0,2250.0,38026963
2026-05-07,2330,2335.0,2310.0,41966283
2026-05-08,2330,2300.0,2290.0,31730352
2026-05-11,2330,2265.0,2235.0,46172626
2026-05-12,2330,2235.0,2255.0,54239538
2026-05-13,2330,2205.0,2220.0,43727683
2026-05-14,2330,2250.0,2270.0,39564699
2026-05-15,2330,2310.0,2265.0,34360513
2026-05-18,2330,2225.0,2240.0,32966937
2026-05-19,2330,2220.0,2205.0,45585931
2026-05-20,2330,2205.0,2185.0,38332945
2026-05-21,2330,2240.0,2230.0,24929331
2026-05-22,2330,2245.0,2255.0,26823133
2026-05-25,2330,2275.0,2310.0,28250944
2026-05-26,2330,2320.0,2270.0,32781470
2026-05-27,2330,2310.0,2300.0,40272350
2026-05-28,2330,2350.0,2295.0,42313277
2026-05-29,2330,2340.0,2355.0,104783831
2026-06-01,2330,2355.0,2355.0,60942792
2026-06-02,2330,2390.0,2380.0,41532527
2026-06-03,2330,2425.0,2425.0,29219904
2026-06-04,2330,2385.0,2385.0,32542948
2026-06-05,2330,2395.0,2365.0,43403895
2026-06-08,2330,2230.0,2295.0,52273858
2026-06-09,2330,2305.0,2305.0,38847544
2026-06-10,2330,2285.0,2255.0,54194021
2026-06-11,2330,2240.0,2250.0,46417523
2026-06-12,2330,2325.0,2310.0,26306885
2026-06-15,2330,2360.0,2375.0,30228535
2026-06-16,2330,2375.0,2400.0,37145708
2026-06-17,2330,2355.0,2385.0,30059393
2026-06-18,2330,2395.0,2410.0,49982610
2026-06-22,2330,2455.0,2510.0,45207883
2026-06-23,2330,2510.0,2490.0,39537895
