date,stock_id,open,close,volume
2026-02-23,2308,1320.0,1305.0,22078521
2026-02-24,2308,1355.0,1385.0,14083155
2026-02-25,2308,1425.0,1435.0,14709013
2026-02-26,2308,1450.0,1430.0,17965290
2026-03-02,2308,1355.0,1425.0,15569999
2026-03-03,2308,1410.0,1340.0,17852498
2026-03-04,2308,1295.0,1255.0,19185365
2026-03-05,2308,1335.0,1335.0,13686208
2026-03-06,2308,1340.0,1320.0,11211730
2026-03-09,2308,1210.0,1220.0,23398789
2026-03-10,2308,1280.0,1290.0,12096363
2026-03-11,2308,1350.0,1400.0,15114745
2026-03-12,2308,1390.0,1370.0,7808202
2026-03-13,2308,1355.0,1385.0,7798371
2026-03-16,2308,1395.0,1360.0,6238589
2026-03-17,2308,1385.0,1440.0,13512996
2026-03-18,2308,1465.0,1465.0,11442896
2026-03-19,2308,1450.0,1455.0,8335494
2026-03-20,2308,1450.0,1475.0,15939579
2026-03-23,2308,1405.0,1410.0,13897471
2026-03-24,2308,1455.0,1415.0,13206637
2026-03-25,2308,1485.0,1550.0,16571563
2026-03-26,2308,1535.0,1515.0,13856198
2026-03-27,2308,1460.0,1510.0,10527057
2026-03-30,2308,1480.0,1485.0,11853740
2026-03-31,2308,1465.0,1380.0,21389778
2026-04-01,2308,1465.0,1475.0,12559029
2026-04-02,2308,1480.0,1430.0,9953601
2026-04-07,2308,1495.0,1515.0,11190572
2026-04-08,2308,1630.0,1665.0,13400336
2026-04-09,2308,1685.0,1645.0,15129409
2026-04-10,2308,1690.0,1735.0,11557080
2026-04-13,2308,1730.0,1740.0,7069198
2026-04-14,2308,1805.0,1750.0,12801739
2026-04-15,2308,1785.0,1785.0,12877432
2026-04-16,2308,1835.0,1845.0,13254811
2026-04-17,2308,1865.0,1840.0,10769751
2026-04-20,2308,1860.0,1900.0,12064485
2026-04-21,2308,1950.0,2015.0,11917108
2026-04-22,2308,2040.0,2015.0,10968852
2026-04-23,2308,2100.0,1980.0,17431212
2026-04-24,2308,2005.0,2075.0,11571377
2026-04-27,2308,2070.0,2020.0,15898086
2026-04-28,2308,2030.0,2125.0,15038642
2026-04-29,2308,2040.0,2165.0,12261414
2026-04-30,2308,2220.0,2165.0,14060511
2026-05-04,2308,2250.0,2220.0,12649019
2026-05-05,2308,2185.0,2165.0,10559120
2026-05-06,2308,2215.0,2210.0,15562046
2026-05-07,2308,2275.0,2280.0,15656408
2026-05-08,2308,2230.0,2200.0,11802071
2026-05-11,2308,2215.0,2245.0,9200516
2026-05-12,2308,2225.0,2195.0,13011711
2026-05-13,2308,2160.0,2165.0,7659621
2026-05-14,2308,2210.0,2155.0,7332576
2026-05-15,2308,2185.0,2075.0,12351492
2026-05-18,2308,1985.0,2020.0,10082191
2026-05-19,2308,2020.0,1915.0,16288903
2026-05-20,2308,1880.0,1915.0,10890054
2026-05-21,2308,2015.0,2030.0,11663874
2026-05-22,2308,2125.0,2095.0,8534359
2026-05-25,2308,2205.0,2290.0,12049781
2026-05-26,2308,2350.0,2350.0,12198582
2026-05-27,2308,2490.0,2520.0,13897689
2026-05-28,2308,2485.0,2390.0,11721062
2026-05-29,2308,2470.0,2445.0,17179076
2026-06-01,2308,2450.0,2420.0,9840869
2026-06-02,2308,2430.0,2360.0,12331189
2026-06-03,2308,2420.0,2455.0,10882344
2026-06-04,2308,2440.0,2425.0,9416420
2026-06-05,2308,2380.0,2300.0,12283892
2026-06-08,2308,2090.0,2255.0,15374423
2026-06-09,2308,2265.0,2415.0,15579800
2026-06-10,2308,2370.0,2200.0,18810727
2026-06-11,2308,2170.0,2160.0,15289457
2026-06-12,2308,2260.0,2215.0,9897155
2026-06-15,2308,2310.0,2210.0,9456969
2026-06-16,2308,2265.0,2230.0,9190426
2026-06-17,2308,2220.0,2155.0,11613654
2026-06-18,2308,2190.0,2150.0,12882319
2026-06-22,2308,2170.0,2150.0,16874717
2026-06-23,2308,2170.0,2080.0,14787242
