date,stock_id,open,close,volume,avg_sentiment,news_count
2026-02-23,2308,1320.0,1305.0,22078521,0.4693201117318436,358
2026-02-24,2308,1355.0,1385.0,14083155,0.2938462643678161,348
2026-02-25,2308,1425.0,1435.0,14709013,0.7075304733727811,338
2026-02-26,2308,1450.0,1430.0,17965290,0.3465854901960784,510
2026-03-02,2308,1355.0,1425.0,15569999,0.5287968181818182,220
2026-03-03,2308,1410.0,1340.0,17852498,0.3340366666666667,90
2026-03-04,2308,1295.0,1255.0,19185365,0.2235757142857143,280
2026-03-05,2308,1335.0,1335.0,13686208,0.47127,130
2026-03-06,2308,1340.0,1320.0,11211730,0.02521999999999999,60
2026-03-09,2308,1210.0,1220.0,23398789,0.2753709401709402,468
2026-03-10,2308,1280.0,1290.0,12096363,0.571098623853211,218
2026-03-11,2308,1350.0,1400.0,15114745,0.7820121212121213,198
2026-03-12,2308,1390.0,1370.0,7808202,-0.1330422222222222,90
2026-03-13,2308,1355.0,1385.0,7798371,0.7413775,40
2026-03-16,2308,1395.0,1360.0,6238589,0.8295699999999999,50
2026-03-17,2308,1385.0,1440.0,13512996,0.602948401826484,219
2026-03-18,2308,1465.0,1465.0,11442896,0.6575270588235295,170
2026-03-19,2308,1450.0,1455.0,8335494,0.5184418181818181,110
2026-03-20,2308,1450.0,1475.0,15939579,0.5697918750000001,160
2026-03-23,2308,1405.0,1410.0,13897471,0.1432,130
2026-03-24,2308,1455.0,1415.0,13206637,0.45475099999999996,200
2026-03-25,2308,1485.0,1550.0,16571563,0.5786581907090464,818
2026-03-26,2308,1535.0,1515.0,13856198,0.3213091324200913,219
2026-03-27,2308,1460.0,1510.0,10527057,0.3701142105263158,190
2026-03-30,2308,1480.0,1485.0,11853740,0.06773000000000003,60
2026-03-31,2308,1465.0,1380.0,21389778,-0.11237647058823529,289
2026-04-01,2308,1465.0,1475.0,12559029,0.6186903225806452,248
2026-04-02,2308,1480.0,1430.0,9953601,0.235645,60
2026-04-07,2308,1495.0,1515.0,11190572,0.630896,200
2026-04-08,2308,1630.0,1665.0,13400336,0.7044457777777778,450
2026-04-09,2308,1685.0,1645.0,15129409,0.6516611363636364,440
2026-04-10,2308,1690.0,1735.0,11557080,0.5514770833333333,240
2026-04-13,2308,1730.0,1740.0,7069198,0.64522,170
2026-04-14,2308,1805.0,1750.0,12801739,0.5823318181818182,220
2026-04-15,2308,1785.0,1785.0,12877432,0.46746375,160
2026-04-16,2308,1835.0,1845.0,13254811,0.42305789473684213,57
2026-04-17,2308,1865.0,1840.0,10769751,0.47382213114754096,122
2026-04-20,2308,1860.0,1900.0,12064485,0.6154281420765028,366
2026-04-21,2308,1950.0,2015.0,11917108,0.6466509316770186,322
2026-04-22,2308,2040.0,2015.0,10968852,0.5882544444444444,90
2026-04-23,2308,2100.0,1980.0,17431212,0.6452642857142857,210
2026-04-24,2308,2005.0,2075.0,11571377,0.6632785234899329,149
2026-04-27,2308,2070.0,2020.0,15898086,0.34820738255033556,149
2026-04-28,2308,2030.0,2125.0,15038642,0.519851724137931,319
2026-04-29,2308,2040.0,2165.0,12261414,0.4734355742296919,357
2026-04-30,2308,2220.0,2165.0,14060511,0.5884130319148936,376
2026-05-04,2308,2250.0,2220.0,12649019,0.6173514285714286,210
2026-05-05,2308,2185.0,2165.0,10559120,0.45576324786324784,117
2026-05-06,2308,2215.0,2210.0,15562046,0.4419478260869565,69
2026-05-07,2308,2275.0,2280.0,15656408,0.44883738738738743,222
2026-05-08,2308,2230.0,2200.0,11802071,0.24307533333333334,300
2026-05-11,2308,2215.0,2245.0,9200516,0.5656442857142857,70
2026-05-12,2308,2225.0,2195.0,13011711,-0.016919999999999994,30
2026-05-13,2308,2160.0,2165.0,7659621,0.4153792270531401,207
2026-05-14,2308,2210.0,2155.0,7332576,0.32842875,80
2026-05-15,2308,2185.0,2075.0,12351492,0.131251,100
2026-05-18,2308,1985.0,2020.0,10082191,0.14713,90
2026-05-19,2308,2020.0,1915.0,16288903,0.29168253012048195,166
2026-05-20,2308,1880.0,1915.0,10890054,-0.27366999999999997,20
2026-05-21,2308,2015.0,2030.0,11663874,0.513133076923077,130
2026-05-22,2308,2125.0,2095.0,8534359,0.29479,70
2026-05-25,2308,2205.0,2290.0,12049781,0.5943921787709496,179
2026-05-26,2308,2350.0,2350.0,12198582,0.5060625,128
2026-05-27,2308,2490.0,2520.0,13897689,0.5576636904761905,336
2026-05-28,2308,2485.0,2390.0,11721062,0.5069484375000001,192
2026-05-29,2308,2470.0,2445.0,17179076,0.5240077777777777,90
2026-06-01,2308,2450.0,2420.0,9840869,0.38655925925925927,189
2026-06-02,2308,2430.0,2360.0,12331189,0.5193172897196262,214
2026-06-03,2308,2420.0,2455.0,10882344,0.4745535353535354,99
2026-06-04,2308,2440.0,2425.0,9416420,0.2610188034188034,117
2026-06-05,2308,2380.0,2300.0,12283892,0.17689325396825398,252
2026-06-08,2308,2090.0,2255.0,15374423,0.2150969230769231,130
2026-06-09,2308,2265.0,2415.0,15579800,0.6371713483146068,178
2026-06-10,2308,2370.0,2200.0,18810727,0.3246188811188811,143
2026-06-11,2308,2170.0,2160.0,15289457,0.1882696629213483,89
2026-06-12,2308,2260.0,2215.0,9897155,0.5894148148148148,27
2026-06-15,2308,2310.0,2210.0,9456969,0.5078055555555555,18
2026-06-16,2308,2265.0,2230.0,9190426,0.24648717948717946,117
2026-06-17,2308,2220.0,2155.0,11613654,0.036612345679012344,81
2026-06-18,2308,2190.0,2150.0,12882319,-0.11247777777777777,9
2026-06-22,2308,2170.0,2150.0,16874717,0.23304444444444444,72
2026-06-23,2308,2170.0,2080.0,14787242,0.2941058823529412,17
