date,stock_id,open,close,volume,avg_sentiment,news_count
2026-02-23,2454,1880.0,1795.0,17358721,0.3352367647058823,68
2026-02-24,2454,1810.0,1825.0,7063638,0.73856,40
2026-02-25,2454,1840.0,1870.0,8467982,0.64289,160
2026-02-26,2454,1895.0,1945.0,14552360,0.5015850000000001,100
2026-03-02,2454,1945.0,1900.0,9622026,0.4232396,250
2026-03-03,2454,1900.0,1815.0,11048054,0.448160909090909,110
2026-03-04,2454,1760.0,1720.0,12334830,0.5912166666666666,30
2026-03-05,2454,1760.0,1775.0,8337045,0.488508,50
2026-03-06,2454,1745.0,1765.0,4669229,-0.12674,10
2026-03-09,2454,1620.0,1665.0,12529102,0.6329766666666666,30
2026-03-10,2454,1730.0,1705.0,5620606,0.1998458064516129,310
2026-03-11,2454,1760.0,1765.0,6109945,0.2888685,200
2026-03-12,2454,1745.0,1785.0,6611202,0.424995,20
2026-03-13,2454,1730.0,1720.0,7254798,0.4665499999999999,10
2026-03-16,2454,1720.0,1710.0,4716006,0.2936975,40
2026-03-17,2454,1730.0,1730.0,4685106,0.50998,10
2026-03-18,2454,1730.0,1730.0,6292375,0.558305,60
2026-03-19,2454,1700.0,1680.0,8011625,0.4848925,40
2026-03-20,2454,1685.0,1700.0,8267553,0.2308066666666666,30
2026-03-23,2454,1630.0,1625.0,7225878,0.5314566666666667,30
2026-03-24,2454,1655.0,1620.0,5766587,0.41003,10
2026-03-25,2454,1665.0,1620.0,6144537,0.546882,50
2026-03-26,2454,1610.0,1590.0,7833984,0.3229925,80
2026-03-27,2454,1560.0,1585.0,7673536,0.4889718181818182,110
2026-03-30,2454,1540.0,1510.0,8234525,0.28699625,80
2026-03-31,2454,1525.0,1490.0,11429002,0.1119917647058823,170
2026-04-01,2454,1550.0,1465.0,11745526,0.0549391666666666,120
2026-04-02,2454,1500.0,1465.0,9301597,0.0097957692307692,260
2026-04-07,2454,1480.0,1470.0,7645561,0.5050847368421052,190
2026-04-08,2454,1520.0,1580.0,14575742,0.438512,100
2026-04-09,2454,1600.0,1575.0,8422977,0.38653,50
2026-04-10,2454,1600.0,1575.0,5738781,0.7088375,240
2026-04-13,2454,1645.0,1620.0,9234745,0.664280625,160
2026-04-14,2454,1645.0,1720.0,12902742,0.7216377777777778,90
2026-04-15,2454,1805.0,1790.0,22780413,0.5867055555555556,90
2026-04-16,2454,1850.0,1895.0,17931934,0.619021052631579,209
2026-04-17,2454,1930.0,1925.0,16759982,0.6357942857142858,140
2026-04-20,2454,1960.0,1900.0,11656022,0.2225657142857142,140
2026-04-21,2454,1930.0,2090.0,19459855,0.5835800925925926,648
2026-04-22,2454,2120.0,2295.0,24343038,0.6238020833333333,720
2026-04-23,2454,2325.0,2215.0,29760982,0.703372972972973,259
2026-04-24,2454,2340.0,2435.0,22985015,0.6593362270450751,599
2026-04-27,2454,2470.0,2435.0,25538897,0.5608217798594848,427
2026-04-28,2454,2490.0,2615.0,24314216,0.4776185580774366,749
2026-04-29,2454,2550.0,2575.0,13156720,0.4558352435530086,349
2026-04-30,2454,2665.0,2610.0,17532158,0.6036064720812183,788
2026-05-04,2454,2870.0,2870.0,4019865,0.7144525107604017,697
2026-05-05,2454,3155.0,3155.0,10091886,0.5419003359462486,893
2026-05-06,2454,3470.0,3430.0,39638460,0.2703083210603829,1358
2026-05-07,2454,3430.0,3420.0,8465341,0.1444848383500557,897
2026-05-08,2454,3320.0,3630.0,9525653,0.3426711246200608,658
2026-05-11,2454,3575.0,3880.0,8690923,0.91,447
2026-05-12,2454,3835.0,3700.0,11090404,0.2118379310344827,290
2026-05-13,2454,3625.0,3495.0,9694046,0.1607147368421052,190
2026-05-14,2454,3585.0,3405.0,7103890,0.290616,50
2026-05-15,2454,3425.0,3260.0,7341025,0.33975125,80
2026-05-18,2454,3240.0,3400.0,7040537,0.4344535885167463,209
2026-05-19,2454,3475.0,3155.0,10055471,0.5053109523809524,210
2026-05-20,2454,3195.0,3230.0,9296108,0.3338712918660287,209
2026-05-21,2454,3415.0,3550.0,5983092,0.6053490610328638,426
2026-05-22,2454,3765.0,3860.0,20839466,0.5794838383838384,198
2026-05-25,2454,4245.0,4245.0,4616291,0.5162128851540616,714
2026-05-26,2454,4375.0,4265.0,19540872,0.6026010940919038,457
2026-05-27,2454,4475.0,4640.0,18260840,0.4637327394209354,449
2026-05-28,2454,4620.0,4410.0,16433052,0.447202922077922,308
2026-05-29,2454,4460.0,4310.0,23109791,0.5441874670184697,758
2026-06-01,2454,4440.0,4555.0,20083897,0.55469934318555,609
2026-06-02,2454,4970.0,4525.0,15626708,0.494232055749129,287
2026-06-03,2454,4540.0,4545.0,10480184,0.3154844444444444,90
2026-06-04,2454,4600.0,4430.0,11204169,0.5026406779661017,118
2026-06-05,2454,4360.0,4300.0,11919031,0.4341266393442623,244
2026-06-08,2454,3935.0,4070.0,16219464,0.4567321052631579,190
2026-06-09,2454,4180.0,4475.0,16487210,0.6178867167919799,399
2026-06-10,2454,4315.0,4155.0,17412956,0.5500112500000001,240
2026-06-11,2454,4085.0,4085.0,17556610,0.2631085271317829,129
2026-06-12,2454,4410.0,4180.0,8765007,0.6160642201834862,109
2026-06-15,2454,4355.0,4470.0,12014769,0.1963447368421052,114
2026-06-16,2454,4550.0,4560.0,11309893,0.5032905737704918,244
2026-06-17,2454,4495.0,4460.0,9197868,0.4419801587301587,126
2026-06-18,2454,4535.0,4390.0,12997743,0.6801766666666667,30
2026-06-22,2454,4385.0,4465.0,11596124,0.2720003039513678,329
2026-06-23,2454,4720.0,4535.0,18449972,0.5463880769230769,260
